spec	Fold_0
nist_1498693	train
nist_1498712	train
nist_1498725	test
nist_1498775	test
nist_1498779	train
nist_1498800	train
nist_1498831	train
nist_1498873	test
nist_1498933	test
nist_1498953	test
nist_1498970	test
nist_1498982	test
nist_1499005	test
nist_1499026	test
nist_1499045	val
nist_1499090	train
nist_1499108	train
nist_1499138	test
nist_1499177	test
nist_1499184	test
nist_1499211	train
nist_1499251	test
nist_1499275	test
nist_1499316	test
nist_1499361	test
nist_1499405	test
nist_1499474	test
nist_1499516	test
nist_1499524	train
nist_1499562	train
nist_1499634	test
nist_1499652	test
nist_1499678	test
nist_1499701	train
nist_1499716	train
nist_1499738	train
nist_1499797	train
nist_1499820	train
nist_1499841	train
nist_1499862	train
nist_1499926	train
nist_1499953	train
nist_1500046	test
nist_1500097	test
nist_1500119	test
nist_1500177	test
nist_1500187	test
nist_1500217	train
nist_1500236	train
nist_1500316	train
nist_1500332	train
nist_1500395	train
nist_1500415	train
nist_1500437	test
nist_1500475	test
nist_1500504	train
nist_1500554	train
nist_1500586	train
nist_1500710	test
nist_1500765	train
nist_1500784	train
nist_1500802	train
nist_1500836	test
nist_1500871	test
nist_1500951	train
nist_1500987	train
nist_1500998	train
nist_1501028	train
nist_1501071	test
nist_1501126	test
nist_1501144	test
nist_1501172	test
nist_1501194	test
nist_1501259	test
nist_1501287	test
nist_1501359	train
nist_1501379	train
nist_1501397	train
nist_1501414	train
nist_1501510	test
nist_1501546	train
nist_1501568	train
nist_1501618	train
nist_1501649	test
nist_1501689	test
nist_1501708	test
nist_1501732	val
nist_1501799	train
nist_1501819	train
nist_1501871	test
nist_1501971	test
nist_1501978	train
nist_1501996	train
nist_1502045	test
nist_1502061	test
nist_1502109	test
nist_1502132	test
nist_1502150	test
nist_1502170	train
nist_1502192	test
nist_1502264	train
nist_1502326	test
nist_1502391	test
nist_1502395	train
nist_1502449	train
nist_1502499	train
nist_1502523	train
nist_1502545	train
nist_1502563	val
nist_1502607	val
nist_1502676	train
nist_1502740	train
nist_1502815	train
nist_1502821	train
nist_1502846	train
nist_1502859	train
nist_1502878	train
nist_1502991	train
nist_1503053	test
nist_1503078	test
nist_1503118	test
nist_1503124	test
nist_1503173	train
nist_1503193	train
nist_1503280	test
nist_1503301	test
nist_1503394	test
nist_1503433	train
nist_1503475	train
nist_1503488	train
nist_1503523	test
nist_1503546	test
nist_1503568	test
nist_1503671	test
nist_1503692	test
nist_1503715	train
nist_1503786	train
nist_1503825	train
nist_1503840	test
nist_1503863	test
nist_1503903	train
nist_1503936	train
nist_1504034	test
nist_1504080	test
nist_1504084	test
nist_1504151	train
nist_1504173	train
nist_1504217	train
nist_1504242	val
nist_1504261	val
nist_1504282	val
nist_1504340	train
nist_1504359	train
nist_1504390	train
nist_1504436	train
nist_1504461	train
nist_1504481	train
nist_1504518	test
nist_1504537	test
nist_1504556	test
nist_1504575	test
nist_1504576	test
nist_1504618	train
nist_1504638	train
nist_1504664	test
nist_1504678	test
nist_1504686	train
nist_1504703	train
nist_1504717	test
nist_1504752	train
nist_1504770	train
nist_1504786	test
nist_1504880	test
nist_1504991	test
nist_1505009	test
nist_1505027	train
nist_1505047	train
nist_1505065	train
nist_1505072	val
nist_1505143	test
nist_1505191	train
nist_1505210	train
nist_1505231	train
nist_1505306	train
nist_1505325	train
nist_1505349	train
nist_1505381	test
nist_1505423	test
nist_1505457	train
nist_1505497	train
nist_1505501	train
nist_1505559	test
nist_1505578	test
nist_1505659	train
nist_1505678	train
nist_1505717	test
nist_1505738	test
nist_1505825	test
nist_1505846	test
nist_1505907	train
nist_1505959	test
nist_1506038	train
nist_1506064	test
nist_1506104	train
nist_1506128	train
nist_1506147	train
nist_1506177	train
nist_1506206	train
nist_1506219	train
nist_1506232	train
nist_1506310	train
nist_1506315	test
nist_1506372	train
nist_1506403	train
nist_1506456	train
nist_1506493	test
nist_1506509	test
nist_1506535	test
nist_1506567	train
nist_1506593	train
nist_1506637	train
nist_1506708	train
nist_1506736	train
nist_1506774	test
nist_1506782	test
nist_1506837	test
nist_1506904	train
nist_1506911	train
nist_1506930	test
nist_1507022	test
nist_1507073	test
nist_1507161	test
nist_1507186	test
nist_1507228	test
nist_1507264	test
nist_1507308	test
nist_1507327	test
nist_1507345	test
nist_1507355	test
nist_1507375	test
nist_1507419	test
nist_1507429	train
nist_1507486	train
nist_1507498	test
nist_1507515	train
nist_1507532	train
nist_1507554	train
nist_1507650	test
nist_1507672	test
nist_1507711	train
nist_1507782	test
nist_1507807	test
nist_1507822	train
nist_1507843	train
nist_1507866	test
nist_1507887	test
nist_1507935	train
nist_1507954	train
nist_1507968	test
nist_1507988	test
nist_1508011	test
nist_1508054	test
nist_1508080	train
nist_1508101	train
nist_1508127	train
nist_1508149	train
nist_1508204	train
nist_1508224	train
nist_1508244	train
nist_1508270	train
nist_1508295	test
nist_1508327	test
nist_1508334	train
nist_1508368	val
nist_1508397	train
nist_1508413	train
nist_1508446	test
nist_1508461	test
nist_1508500	train
nist_1508521	train
nist_1508587	train
nist_1508616	test
nist_1508651	test
nist_1508664	train
nist_1508687	train
nist_1508708	train
nist_1508766	test
nist_1508789	test
nist_1508803	test
nist_1508826	test
nist_1508884	test
nist_1508908	test
nist_1508929	test
nist_1508952	train
nist_1508957	test
nist_1508972	test
nist_1508990	train
nist_1509035	train
nist_1509051	train
nist_1509092	test
nist_1509104	test
nist_1509118	train
nist_1509161	train
nist_1509182	train
nist_1509200	train
nist_1509221	train
nist_1509239	train
nist_1509360	train
nist_1509461	test
nist_1509478	test
nist_1509565	test
nist_1509570	test
nist_1509589	train
nist_1509673	test
nist_1509694	test
nist_1509756	test
nist_1509767	train
nist_1509777	train
nist_1509801	train
nist_1509809	test
nist_1509832	test
nist_1509870	test
nist_1509874	test
nist_1509896	test
nist_1509908	test
nist_1509926	train
nist_1509969	test
nist_1509986	test
nist_1510004	test
nist_1510037	test
nist_1510103	test
nist_1510126	test
nist_1510149	test
nist_1510185	train
nist_1510211	train
nist_1510253	train
nist_1510266	train
nist_1510289	train
nist_1510355	train
nist_1510365	train
nist_1510401	train
nist_1510434	test
nist_1510487	test
nist_1510522	test
nist_1510530	train
nist_1510547	train
nist_1510590	train
nist_1510622	train
nist_1510715	train
nist_1510752	test
nist_1510771	test
nist_1510800	test
nist_1510837	test
nist_1510884	train
nist_1511019	train
nist_1511057	val
nist_1511098	val
nist_1511160	train
nist_1511216	train
nist_1511256	test
nist_1511290	test
nist_1511348	val
nist_1511379	val
nist_1511417	test
nist_1511465	test
nist_1511502	test
nist_1511524	test
nist_1511556	test
nist_1511610	test
nist_1511668	train
nist_1511673	train
nist_1511716	test
nist_1511739	test
nist_1511797	train
nist_1511851	test
nist_1511863	test
nist_1511909	train
nist_1511952	test
nist_1512029	train
nist_1512096	train
nist_1512110	test
nist_1512124	test
nist_1512139	test
nist_1512191	train
nist_1512226	test
nist_1512285	test
nist_1512371	val
nist_1512408	test
nist_1512498	train
nist_1512532	train
nist_1512628	train
nist_1512645	train
nist_1512664	test
nist_1512679	train
nist_1512773	train
nist_1512799	train
nist_1512861	train
nist_1512911	test
nist_1512994	test
nist_1513034	test
nist_1513056	test
nist_1513094	test
nist_1513113	test
nist_1513141	test
nist_1513159	test
nist_1513198	test
nist_1513244	test
nist_1513254	test
nist_1513271	test
nist_1513285	test
nist_1513309	train
nist_1513387	test
nist_1513463	train
nist_1513481	train
nist_1513515	train
nist_1513552	test
nist_1513569	test
nist_1513589	test
nist_1513618	test
nist_1513638	test
nist_1513658	test
nist_1513675	train
nist_1513723	test
nist_1513792	test
nist_1513817	test
nist_1513873	train
nist_1513900	test
nist_1513916	val
nist_1513939	val
nist_1513968	val
nist_1514004	val
nist_1514022	val
nist_1514036	test
nist_1514056	test
nist_1514113	test
nist_1514129	test
nist_1514153	test
nist_1514192	test
nist_1514207	test
nist_1514227	test
nist_1514261	train
nist_1514336	train
nist_1514452	test
nist_1514487	train
nist_1514523	test
nist_1514562	test
nist_1514571	train
nist_1514592	train
nist_1514674	test
nist_1514694	test
nist_1514738	test
nist_1514759	test
nist_1514804	test
nist_1514824	test
nist_1514850	test
nist_1514870	train
nist_1514953	train
nist_1514962	train
nist_1514987	train
nist_1515013	train
nist_1515056	train
nist_1515068	test
nist_1515089	test
nist_1515108	train
nist_1515131	train
nist_1515180	train
nist_1515230	test
nist_1515316	train
nist_1515350	test
nist_1515431	train
nist_1515500	test
nist_1515515	test
nist_1515618	test
nist_1515630	test
nist_1515651	test
nist_1515657	test
nist_1515680	test
nist_1515702	test
nist_1515722	train
nist_1515744	train
nist_1515782	test
nist_1515793	test
nist_1515812	test
nist_1515851	test
nist_1515854	train
nist_1515875	train
nist_1515935	train
nist_1516007	train
nist_1516053	train
nist_1516114	test
nist_1516138	test
nist_1516200	test
nist_1516205	test
nist_1516222	train
nist_1516240	train
nist_1516327	train
nist_1516344	test
nist_1516363	test
nist_1516406	test
nist_1516445	test
nist_1516465	test
nist_1516483	test
nist_1516507	test
nist_1516514	test
nist_1516537	test
nist_1516601	test
nist_1516618	test
nist_1516636	train
nist_1516660	train
nist_1516681	train
nist_1516700	train
nist_1516754	train
nist_1516772	train
nist_1516789	train
nist_1516803	train
nist_1516811	train
nist_1516833	train
nist_1516855	train
nist_1516899	val
nist_1516921	test
nist_1516946	test
nist_1516982	test
nist_1516997	test
nist_1517014	test
nist_1517038	test
nist_1517081	train
nist_1517104	train
nist_1517130	train
nist_1517234	train
nist_1517265	test
nist_1517284	test
nist_1517322	train
nist_1517343	train
nist_1517367	test
nist_1517387	test
nist_1517399	test
nist_1517490	test
nist_1517542	test
nist_1517553	test
nist_1517572	test
nist_1517603	train
nist_1517649	train
nist_1517758	val
nist_1517808	test
nist_1517826	train
nist_1517848	train
nist_1517890	train
nist_1517955	test
nist_1518000	test
nist_1518038	test
nist_1518061	test
nist_1518131	train
nist_1518255	train
nist_1518261	train
nist_1518277	train
nist_1518295	test
nist_1518347	test
nist_1518440	test
nist_1518457	test
nist_1518482	test
nist_1518499	test
nist_1518517	train
nist_1518547	train
nist_1518571	train
nist_1518597	train
nist_1518770	test
nist_1518965	train
nist_1519035	train
nist_1519126	test
nist_1519150	test
nist_1519277	test
nist_1519298	test
nist_1519341	train
nist_1519367	train
nist_1519424	train
nist_1519429	test
nist_1519582	test
nist_1519706	train
nist_1519766	train
nist_1519945	test
nist_1520060	train
nist_1520066	train
nist_1520081	train
nist_1520101	train
nist_1520159	test
nist_1520195	train
nist_1520254	val
nist_1520317	train
nist_1520339	train
nist_1520437	test
nist_1520489	test
nist_1520534	train
nist_1520557	train
nist_1520625	train
nist_1520727	test
nist_1520749	test
nist_1520869	test
nist_1520938	test
nist_1520956	train
nist_1520961	train
nist_1520986	test
nist_1521021	test
nist_1521042	train
nist_1521061	train
nist_1521084	train
nist_1521102	train
nist_1521156	train
nist_1521176	train
nist_1521193	train
nist_1521221	test
nist_1521255	test
nist_1521297	test
nist_1521329	test
nist_1521339	test
nist_1521400	test
nist_1521418	train
nist_1521428	train
nist_1521449	train
nist_1521466	test
nist_1521487	test
nist_1521506	test
nist_1521528	test
nist_1521544	test
nist_1521597	test
nist_1521614	train
nist_1521633	test
nist_1521644	train
nist_1521647	train
nist_1521733	test
nist_1521795	test
nist_1521828	train
nist_1521906	test
nist_1521982	train
nist_1522052	test
nist_1522066	test
nist_1522085	test
nist_1522141	train
nist_1522174	train
nist_1522189	test
nist_1522274	test
nist_1522316	test
nist_1522334	test
nist_1522340	test
nist_1522423	train
nist_1522501	test
nist_1522521	test
nist_1522560	train
nist_1522579	train
nist_1522616	test
nist_1522634	test
nist_1522684	train
nist_1522686	train
nist_1522749	train
nist_1522779	train
nist_1522784	test
nist_1522804	test
nist_1522822	train
nist_1522866	test
nist_1522889	test
nist_1522904	test
nist_1522925	test
nist_1523002	test
nist_1523019	test
nist_1523041	test
nist_1523056	test
nist_1523070	train
nist_1523133	train
nist_1523176	train
nist_1523190	test
nist_1523210	test
nist_1523228	test
nist_1523251	test
nist_1523273	test
nist_1523333	test
nist_1523422	test
nist_1523461	train
nist_1523498	train
nist_1523502	train
nist_1523516	train
nist_1523560	train
nist_1523564	test
nist_1523601	test
nist_1523701	test
nist_1523714	test
nist_1523733	test
nist_1523770	train
nist_1523882	train
nist_1523907	train
nist_1523969	test
nist_1524114	train
nist_1524123	train
nist_1524133	val
nist_1524151	val
nist_1524169	val
nist_1524184	test
nist_1524203	test
nist_1524254	test
nist_1524294	test
nist_1524409	test
nist_1524429	test
nist_1524493	test
nist_1524512	test
nist_1524568	test
nist_1524585	test
nist_1524665	test
nist_1524706	test
nist_1524763	train
nist_1524804	train
nist_1524875	train
nist_1525058	train
nist_1525097	train
nist_1525102	val
nist_1525188	test
nist_1525241	test
nist_1525245	test
nist_1525265	test
nist_1525331	train
nist_1525391	test
nist_1525441	train
nist_1525485	train
nist_1525527	train
nist_1525548	train
nist_1525576	train
nist_1525614	train
nist_1525625	test
nist_1525641	test
nist_1525647	test
nist_1525696	test
nist_1525778	train
nist_1525804	train
nist_1526045	train
nist_1526063	train
nist_1526111	test
nist_1526150	test
nist_1526180	train
nist_1526195	train
nist_1526251	train
nist_1526272	train
nist_1526321	test
nist_1526356	val
nist_1526381	val
nist_1526484	test
nist_1526507	test
nist_1526584	test
nist_1526607	test
nist_1526714	test
nist_1526789	test
nist_1526807	test
nist_1526824	train
nist_1526837	train
nist_1526844	test
nist_1526881	test
nist_1526904	test
nist_1526943	test
nist_1526953	test
nist_1527017	train
nist_1527036	train
nist_1527069	test
nist_1527082	val
nist_1527102	val
nist_1527191	train
nist_1527234	test
nist_1527273	test
nist_1527295	train
nist_1527328	train
nist_1527337	test
nist_1527360	test
nist_1527450	test
nist_1527481	test
nist_1527515	test
nist_1527578	test
nist_1527593	test
nist_1527634	train
nist_1527683	test
nist_1527827	test
nist_1527875	test
nist_1527966	test
nist_1528008	test
nist_1528068	test
nist_1528086	test
nist_1528135	train
nist_1528161	train
nist_1528184	train
nist_1528201	train
nist_1528223	train
nist_1528243	train
nist_1528279	train
nist_1528349	test
nist_1528374	test
nist_1528397	test
nist_1528419	test
nist_1528469	test
nist_1528483	test
nist_1528491	test
nist_1528527	train
nist_1528578	test
nist_1528648	test
nist_1528730	test
nist_1528739	train
nist_1528780	test
nist_1528803	test
nist_1528892	test
nist_1528921	train
nist_1528942	train
nist_1528973	train
nist_1528979	train
nist_1529103	train
nist_1529133	train
nist_1529193	test
nist_1529266	train
nist_1530385	test
nist_1530407	train
nist_1530440	test
nist_1530472	train
nist_1530489	train
nist_1530521	train
nist_1530555	test
nist_1530598	train
nist_1530632	train
nist_1530655	train
nist_1530677	val
nist_1530714	val
nist_1530732	test
nist_1530776	test
nist_1530817	train
nist_1530839	test
nist_1530873	train
nist_1530893	train
nist_1530937	train
nist_1530942	test
nist_1530981	test
nist_1531003	test
nist_1531037	train
nist_1531068	train
nist_1531111	test
nist_1531149	train
nist_1531180	train
nist_1531196	test
nist_1531206	train
nist_1531212	train
nist_1531227	test
nist_1531268	test
nist_1531305	test
nist_1531310	test
nist_1531328	test
nist_1531372	test
nist_1531377	test
nist_1531434	test
nist_1531437	train
nist_1531473	train
nist_1531533	train
nist_1531548	train
nist_1531553	test
nist_1531576	test
nist_1531618	test
nist_1531649	test
nist_1531667	train
nist_1531725	test
nist_1531769	train
nist_1531801	train
nist_1531858	val
nist_1531898	val
nist_1531903	train
nist_1531990	train
nist_1532031	train
nist_1532042	test
nist_1532067	test
nist_1532089	test
nist_1532143	train
nist_1532159	train
nist_1532171	test
nist_1532204	val
nist_1532289	test
nist_1532328	test
nist_1532338	train
nist_1532355	train
nist_1532401	test
nist_1532458	test
nist_1532475	test
nist_1532492	test
nist_1532509	val
nist_1532552	val
nist_1532568	val
nist_1532658	train
nist_1532695	train
nist_1532731	val
nist_1532760	train
nist_1532792	train
nist_1532806	test
nist_1532822	test
nist_1532843	test
nist_1532848	test
nist_1532884	test
